recording_index,subject,current_label,next_label,current_onset_s,next_onset_s,onset_gap_s,window_duration_s,overlap_s,overlap_fraction
0,1,left_hand,right_hand,4.006,8.01,4.004,4.1953125,0.19131250000000044,0.04560148975791444
0,1,right_hand,left_hand,8.01,10.0,1.9900000000000002,4.1953125,2.2053125,0.5256610800744879
0,1,left_hand,right_hand,10.0,12.004,2.0039999999999996,4.1953125,2.1913125000000004,0.5223240223463688
0,1,right_hand,left_hand,12.004,16.006,4.002000000000001,4.1953125,0.19331249999999933,0.046078212290502636
0,1,left_hand,right_hand,16.006,18.0,1.9939999999999998,4.1953125,2.2013125000000002,0.5247076350093111
0,1,right_hand,left_hand,18.0,20.004,2.0040000000000013,4.1953125,2.1913124999999987,0.5223240223463684
0,1,left_hand,right_hand,20.004,24.004,4.0,4.1953125,0.1953125,0.04655493482309125
0,1,right_hand,left_hand,24.004,26.0,1.9959999999999987,4.1953125,2.1993125000000013,0.5242309124767228
0,1,left_hand,right_hand,26.0,28.006,2.0060000000000002,4.1953125,2.1893124999999998,0.5218472998137802
0,1,right_hand,left_hand,28.006,32.008,4.0020000000000024,4.1953125,0.19331249999999756,0.04607821229050221
0,1,left_hand,right_hand,32.008,34.0,1.9919999999999973,4.1953125,2.2033125000000027,0.5251843575419001
0,1,right_hand,left_hand,34.0,36.006,2.0060000000000002,4.1953125,2.1893124999999998,0.5218472998137802
0,1,left_hand,right_hand,36.006,40.01,4.003999999999998,4.1953125,0.19131250000000222,0.045601489757914865
0,1,right_hand,left_hand,40.01,42.0,1.990000000000002,4.1953125,2.205312499999998,0.5256610800744874
0,1,left_hand,right_hand,42.0,44.006,2.0060000000000002,4.1953125,2.1893124999999998,0.5218472998137802
0,1,right_hand,left_hand,44.006,48.01,4.003999999999998,4.1953125,0.19131250000000222,0.045601489757914865
0,1,left_hand,right_hand,48.01,50.0,1.990000000000002,4.1953125,2.205312499999998,0.5256610800744874
0,1,right_hand,left_hand,50.0,52.006,2.0060000000000002,4.1953125,2.1893124999999998,0.5218472998137802
0,1,left_hand,right_hand,52.006,56.006,4.0,4.1953125,0.1953125,0.04655493482309125
0,1,right_hand,left_hand,56.006,58.0,1.9939999999999998,4.1953125,2.2013125000000002,0.5247076350093111
0,1,left_hand,right_hand,58.0,60.006,2.0060000000000002,4.1953125,2.1893124999999998,0.5218472998137802
0,1,right_hand,left_hand,60.006,64.006,4.0,4.1953125,0.1953125,0.04655493482309125
0,1,left_hand,right_hand,64.006,66.0,1.9939999999999998,4.1953125,2.2013125000000002,0.5247076350093111
0,1,right_hand,left_hand,66.0,68.006,2.0060000000000002,4.1953125,2.1893124999999998,0.5218472998137802
0,1,left_hand,right_hand,68.006,72.01,4.004000000000005,4.1953125,0.1913124999999951,0.04560148975791317
0,1,right_hand,left_hand,72.01,74.0,1.9899999999999949,4.1953125,2.205312500000005,0.5256610800744891
0,1,left_hand,right_hand,74.0,76.006,2.0060000000000002,4.1953125,2.1893124999999998,0.5218472998137802
0,1,right_hand,left_hand,76.006,80.01,4.004000000000005,4.1953125,0.1913124999999951,0.04560148975791317
0,1,left_hand,right_hand,80.01,82.0,1.9899999999999949,4.1953125,2.205312500000005,0.5256610800744891
0,1,right_hand,left_hand,82.0,84.008,2.0079999999999956,4.1953125,2.1873125000000044,0.5213705772811928
0,1,left_hand,right_hand,84.008,88.012,4.004000000000005,4.1953125,0.1913124999999951,0.04560148975791317
0,1,right_hand,left_hand,88.012,90.0,1.9879999999999995,4.1953125,2.2073125000000005,0.5261378026070764
0,1,left_hand,right_hand,90.0,92.006,2.0060000000000002,4.1953125,2.1893124999999998,0.5218472998137802
0,1,right_hand,left_hand,92.006,96.006,4.0,4.1953125,0.1953125,0.04655493482309125
0,1,left_hand,right_hand,96.006,98.0,1.9939999999999998,4.1953125,2.2013125000000002,0.5247076350093111
0,1,right_hand,left_hand,98.0,100.006,2.0060000000000002,4.1953125,2.1893124999999998,0.5218472998137802
0,1,left_hand,right_hand,100.006,104.006,4.0,4.1953125,0.1953125,0.04655493482309125
0,1,right_hand,left_hand,104.006,106.0,1.9939999999999998,4.1953125,2.2013125000000002,0.5247076350093111
1,2,left_hand,right_hand,4.01,8.012,4.002000000000001,4.1953125,0.19331249999999933,0.046078212290502636
1,2,right_hand,left_hand,8.012,10.0,1.9879999999999995,4.1953125,2.2073125000000005,0.5261378026070764
1,2,left_hand,right_hand,10.0,12.004,2.0039999999999996,4.1953125,2.1913125000000004,0.5223240223463688
