subject_id,fold_id,test_indices,true_labels,predictions,probabilities,accuracy,balanced_accuracy,confusion_matrix,prediction_histogram,collapse_diagnostics,parameter_count,trainable_parameter_count,training_seconds,seed,source_subject_ids,checkpoint_signature,checkpoint_path,classifier_head,adaptation_mode,target_train_indices
sub-01,0,"[3, 7, 11, 13, 16, 20, 24, 38]","[1, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5680407881736755, 0.43195924162864685], [0.5527289509773254, 0.44727104902267456], [0.5602254867553711, 0.4397745132446289], [0.5613985657691956, 0.43860143423080444], [0.5702134966850281, 0.42978647351264954], [0.5483506321907043, 0.45164936780929565], [0.5730090141296387, 0.4269910156726837], [0.5522640943527222, 0.44773590564727783]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.9853770420886576,2026,"['sub-03', 'sub-07', 'sub-09']",d92264e2f3709375,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/d92264e2f3709375.pt,final_layer,full_finetune,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 14, 15, 17, 18, 19, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39]"
sub-01,1,"[5, 8, 15, 22, 23, 28, 36, 39]","[1, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5566941499710083, 0.4433058202266693], [0.5649359822273254, 0.4350639581680298], [0.5689589977264404, 0.43104100227355957], [0.5690826773643494, 0.43091723322868347], [0.5589144825935364, 0.44108545780181885], [0.5531070232391357, 0.44689294695854187], [0.564030110836029, 0.43596991896629333], [0.5678081512451172, 0.4321918189525604]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6801342500839382,2026,"['sub-03', 'sub-07', 'sub-09']",d92264e2f3709375,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/d92264e2f3709375.pt,final_layer,full_finetune,"[0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 37, 38]"
sub-01,2,"[1, 2, 4, 6, 12, 17, 21, 33]","[1, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5562254786491394, 0.4437745213508606], [0.5489088892936707, 0.45109105110168457], [0.5552972555160522, 0.44470274448394775], [0.5605650544166565, 0.4394349753856659], [0.5580555200576782, 0.44194450974464417], [0.5673990845680237, 0.4326009154319763], [0.5693691372871399, 0.4306308627128601], [0.5690169334411621, 0.43098312616348267]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6813484588637948,2026,"['sub-03', 'sub-07', 'sub-09']",d92264e2f3709375,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/d92264e2f3709375.pt,final_layer,full_finetune,"[0, 3, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39]"
sub-01,3,"[0, 9, 10, 19, 26, 27, 29, 34]","[0, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.573649525642395, 0.4263504445552826], [0.568376898765564, 0.43162301182746887], [0.5663147568702698, 0.43368518352508545], [0.5638660192489624, 0.4361339807510376], [0.5597298741340637, 0.4402700662612915], [0.5572392344474792, 0.44276073575019836], [0.5466143488883972, 0.4533856213092804], [0.550859272480011, 0.4491407871246338]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.681486041052267,2026,"['sub-03', 'sub-07', 'sub-09']",d92264e2f3709375,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/d92264e2f3709375.pt,final_layer,full_finetune,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 28, 30, 31, 32, 33, 35, 36, 37, 38, 39]"
sub-01,4,"[14, 18, 25, 30, 31, 32, 35, 37]","[0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5678883194923401, 0.4321116805076599], [0.5518167614936829, 0.4481832683086395], [0.5556519627571106, 0.44434797763824463], [0.5488658547401428, 0.45113417506217957], [0.5489323139190674, 0.4510676860809326], [0.5544028878211975, 0.4455971419811249], [0.5409458875656128, 0.4590540826320648], [0.5709559321403503, 0.4290440082550049]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6799517078325152,2026,"['sub-03', 'sub-07', 'sub-09']",d92264e2f3709375,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/d92264e2f3709375.pt,final_layer,full_finetune,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 33, 34, 36, 38, 39]"
sub-03,0,"[3, 7, 11, 13, 16, 20, 24, 38]","[1, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5574206709861755, 0.44257932901382446], [0.5590894818305969, 0.44091054797172546], [0.5572807788848877, 0.4427192807197571], [0.5556886196136475, 0.4443112909793854], [0.5486762523651123, 0.4513237774372101], [0.5537493228912354, 0.4462506175041199], [0.5510342121124268, 0.44896581768989563], [0.5597763657569885, 0.4402236342430115]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6849885410629213,2026,"['sub-01', 'sub-07', 'sub-09']",eef4339ab5f89966,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/eef4339ab5f89966.pt,final_layer,full_finetune,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 14, 15, 17, 18, 19, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39]"
sub-03,1,"[5, 8, 15, 22, 23, 28, 36, 39]","[1, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5521552562713623, 0.4478447437286377], [0.5594867467880249, 0.4405132532119751], [0.552089273929596, 0.44791078567504883], [0.5597661137580872, 0.44023388624191284], [0.5650467276573181, 0.4349532723426819], [0.544460654258728, 0.4555393159389496], [0.5434103608131409, 0.45658963918685913], [0.5588463544845581, 0.4411536753177643]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6795328750740737,2026,"['sub-01', 'sub-07', 'sub-09']",eef4339ab5f89966,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/eef4339ab5f89966.pt,final_layer,full_finetune,"[0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 37, 38]"
sub-03,2,"[1, 2, 4, 6, 12, 17, 21, 33]","[1, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5634859800338745, 0.4365140199661255], [0.5552326440811157, 0.4447673559188843], [0.5498713254928589, 0.4501287341117859], [0.5549334287643433, 0.4450666010379791], [0.56132572889328, 0.4386742413043976], [0.5408653020858765, 0.45913466811180115], [0.5497090816497803, 0.4502909481525421], [0.5677860975265503, 0.4322139322757721]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6813766669947654,2026,"['sub-01', 'sub-07', 'sub-09']",eef4339ab5f89966,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/eef4339ab5f89966.pt,final_layer,full_finetune,"[0, 3, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39]"
sub-03,3,"[0, 9, 10, 19, 26, 27, 29, 34]","[0, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5601261258125305, 0.4398738741874695], [0.5681074261665344, 0.4318925440311432], [0.558499276638031, 0.4415006637573242], [0.5459194183349609, 0.4540804922580719], [0.5537089109420776, 0.4462910592556], [0.5556854605674744, 0.44431450963020325], [0.5537222027778625, 0.44627776741981506], [0.5768391489982605, 0.4231609106063843]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6810477918479592,2026,"['sub-01', 'sub-07', 'sub-09']",eef4339ab5f89966,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/eef4339ab5f89966.pt,final_layer,full_finetune,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 28, 30, 31, 32, 33, 35, 36, 37, 38, 39]"
sub-03,4,"[14, 18, 25, 30, 31, 32, 35, 37]","[0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5589609146118164, 0.441039115190506], [0.553959846496582, 0.44604018330574036], [0.5509448647499084, 0.44905516505241394], [0.5592703819274902, 0.44072961807250977], [0.5680261850357056, 0.4319739043712616], [0.5535340905189514, 0.4464659094810486], [0.562557578086853, 0.4374423623085022], [0.5522282123565674, 0.447771817445755]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6812700000591576,2026,"['sub-01', 'sub-07', 'sub-09']",eef4339ab5f89966,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/eef4339ab5f89966.pt,final_layer,full_finetune,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 33, 34, 36, 38, 39]"
