subject_id,fold_id,test_indices,true_labels,predictions,probabilities,accuracy,balanced_accuracy,confusion_matrix,prediction_histogram,collapse_diagnostics,parameter_count,trainable_parameter_count,training_seconds,seed,source_subject_ids,checkpoint_signature,checkpoint_path,classifier_head,adaptation_mode,target_train_indices
sub-01,0,"[3, 7, 11, 13, 16, 20, 24, 38]","[1, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5597993731498718, 0.4402005672454834], [0.5516306161880493, 0.44836941361427307], [0.5563077330589294, 0.44369229674339294], [0.5551052093505859, 0.44489482045173645], [0.5598406791687012, 0.44015932083129883], [0.5490981340408325, 0.45090192556381226], [0.5634222626686096, 0.4365776777267456], [0.5517744421958923, 0.44822555780410767]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6822259579785168,2026,"['sub-03', 'sub-07', 'sub-09']",d92264e2f3709375,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/d92264e2f3709375.pt,final_layer,target_only,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 14, 15, 17, 18, 19, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39]"
sub-01,1,"[5, 8, 15, 22, 23, 28, 36, 39]","[1, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5548727512359619, 0.4451272785663605], [0.5567343831062317, 0.4432655870914459], [0.5625454783439636, 0.43745458126068115], [0.5602693557739258, 0.4397306442260742], [0.5567702651023865, 0.44322970509529114], [0.5517091751098633, 0.44829076528549194], [0.5578084588050842, 0.4421915113925934], [0.5607287883758545, 0.4392712116241455]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.685200417181477,2026,"['sub-03', 'sub-07', 'sub-09']",d92264e2f3709375,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/d92264e2f3709375.pt,final_layer,target_only,"[0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 37, 38]"
sub-01,2,"[1, 2, 4, 6, 12, 17, 21, 33]","[1, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5538882613182068, 0.4461117684841156], [0.54639732837677, 0.45360267162323], [0.5525331497192383, 0.4474668800830841], [0.5568029880523682, 0.4431970715522766], [0.5560530424118042, 0.4439469277858734], [0.5606603026390076, 0.4393397569656372], [0.5621126890182495, 0.4378873407840729], [0.5623157024383545, 0.4376842975616455]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6856162920594215,2026,"['sub-03', 'sub-07', 'sub-09']",d92264e2f3709375,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/d92264e2f3709375.pt,final_layer,target_only,"[0, 3, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39]"
sub-01,3,"[0, 9, 10, 19, 26, 27, 29, 34]","[0, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5649704933166504, 0.435029536485672], [0.5592476725578308, 0.4407523274421692], [0.5588288307189941, 0.44117116928100586], [0.5585933923721313, 0.4414066672325134], [0.5543449521064758, 0.44565513730049133], [0.5560601949691772, 0.4439398944377899], [0.5469781160354614, 0.4530218839645386], [0.5521560311317444, 0.4478440284729004]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6831181671004742,2026,"['sub-03', 'sub-07', 'sub-09']",d92264e2f3709375,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/d92264e2f3709375.pt,final_layer,target_only,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 28, 30, 31, 32, 33, 35, 36, 37, 38, 39]"
sub-01,4,"[14, 18, 25, 30, 31, 32, 35, 37]","[0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5598657131195068, 0.44013428688049316], [0.5501148700714111, 0.4498850703239441], [0.5527202486991882, 0.447279691696167], [0.5499311089515686, 0.4500688910484314], [0.5514639019966125, 0.44853609800338745], [0.5545519590377808, 0.44544804096221924], [0.5476542115211487, 0.45234575867652893], [0.5622249841690063, 0.43777501583099365]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6827748331706971,2026,"['sub-03', 'sub-07', 'sub-09']",d92264e2f3709375,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/d92264e2f3709375.pt,final_layer,target_only,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 33, 34, 36, 38, 39]"
sub-03,0,"[3, 7, 11, 13, 16, 20, 24, 38]","[1, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.551310658454895, 0.448689341545105], [0.5543642044067383, 0.4456358253955841], [0.5551208257675171, 0.4448792338371277], [0.5528782606124878, 0.44712182879447937], [0.5463560819625854, 0.45364388823509216], [0.5522803068161011, 0.4477196931838989], [0.5502257347106934, 0.44977423548698425], [0.5526992082595825, 0.4473007321357727]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6822288329713047,2026,"['sub-01', 'sub-07', 'sub-09']",eef4339ab5f89966,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/eef4339ab5f89966.pt,final_layer,target_only,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 12, 14, 15, 17, 18, 19, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39]"
sub-03,1,"[5, 8, 15, 22, 23, 28, 36, 39]","[1, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5470158457756042, 0.45298415422439575], [0.5555157661437988, 0.4444842040538788], [0.5513648986816406, 0.448635071516037], [0.5558124780654907, 0.4441874325275421], [0.557673990726471, 0.44232600927352905], [0.5466048717498779, 0.45339512825012207], [0.5471651554107666, 0.4528348743915558], [0.555584192276001, 0.444415807723999]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6825091249775141,2026,"['sub-01', 'sub-07', 'sub-09']",eef4339ab5f89966,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/eef4339ab5f89966.pt,final_layer,target_only,"[0, 1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 37, 38]"
sub-03,2,"[1, 2, 4, 6, 12, 17, 21, 33]","[1, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5572216510772705, 0.4427783489227295], [0.5531305074691772, 0.44686949253082275], [0.5508598685264587, 0.44914013147354126], [0.5508376955986023, 0.4491623640060425], [0.5578881502151489, 0.4421117901802063], [0.5433627367019653, 0.4566372334957123], [0.5497334599494934, 0.450266569852829], [0.5608105063438416, 0.43918949365615845]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6788207080680877,2026,"['sub-01', 'sub-07', 'sub-09']",eef4339ab5f89966,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/eef4339ab5f89966.pt,final_layer,target_only,"[0, 3, 5, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39]"
sub-03,3,"[0, 9, 10, 19, 26, 27, 29, 34]","[0, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5530574321746826, 0.44694262742996216], [0.5582537651062012, 0.44174623489379883], [0.5544552803039551, 0.4455447196960449], [0.5444424152374268, 0.45555758476257324], [0.5515120029449463, 0.4484880566596985], [0.5521419048309326, 0.447858065366745], [0.5522876977920532, 0.44771233201026917], [0.5645432472229004, 0.435456782579422]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6825307081453502,2026,"['sub-01', 'sub-07', 'sub-09']",eef4339ab5f89966,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/eef4339ab5f89966.pt,final_layer,target_only,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 28, 30, 31, 32, 33, 35, 36, 37, 38, 39]"
sub-03,4,"[14, 18, 25, 30, 31, 32, 35, 37]","[0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[[0.5544361472129822, 0.4455638527870178], [0.550095796585083, 0.4499042332172394], [0.547527551651001, 0.4524724781513214], [0.5546604990959167, 0.44533950090408325], [0.5610438585281372, 0.438956081867218], [0.5468505024909973, 0.4531494677066803], [0.5566306114196777, 0.4433693289756775], [0.5504832863807678, 0.4495166540145874]]",0.5,0.5,"[[4, 0], [4, 0]]","[8, 0]",{'collapsed': True},4282,4282,0.6840940830297768,2026,"['sub-01', 'sub-07', 'sub-09']",eef4339ab5f89966,/Users/vadim/Documents/School/Spring 2026/CSCE A698 Individual Research/EEG_JEPA/artifacts/checkpoint_cache/compact-mi-loso/eef4339ab5f89966.pt,final_layer,target_only,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 33, 34, 36, 38, 39]"
