subject_id,n_windows,class_counts,preprocessed_shape,resampled_samples_per_trial,crop_start_sample,crop_stop_sample,target_window_samples,effective_window_duration_s,source_unit,final_model_unit,demean_mode,reference_mode,reference_timing,resample,effective_sfreq,filter_enabled,filter_low,filter_high,filter_method,mi_window_start_s,eog_correction,artifact_clip_mode,reject_bad_trials,normalization_mode,artifact_clip_applied,artifact_clip_threshold,n_trials_before_reject,n_trials_after_reject,n_rejected_trials,rejection_skipped,pipeline_plan,runtime_steps
1,40,"[20, 20]","(40, 29, 537)",2000,500,1037,537,2.148,microvolts,microvolts,trial_mean,average,before_resample_filter,True,250.0,True,8.0,30.0,iir,2.0,none,none,False,none,False,,40,40,0,False,"['[ON] source::select_eeg_channels | - select Liu EEG channels, drop CPz reference, EOG, and marker before model input', '[ON] source::demean | mode=trial_mean | baseline_window_s=[0.0, 2.0]', '[off] source::detrend | mode=none', '[off] source::eog_correction | mode=none', '[off] source::artifact_clipping | mode=none | percentile=99.5', '[ON] mne_raw::reference | timing=before_resample_filter | mode=average', '[ON] mne_raw::resample | sfreq=250', ""[ON] mne_raw::bandpass_filter | l_freq=8.0 | h_freq=30.0 | method=iir | phase=zero | fir_design=firwin | iir_params={'ftype': 'butter', 'order': 2}"", '[off] mne_raw::notch_filter | timing=after_bandpass', '[ON] window::crop_fixed_mi_window | start_s=2.0 | target_window_samples=537', '[off] window::bad_trial_rejection', '[off] split::fold_safe_normalization | mode=none']","['select 29 EEG channels; drop CPz source reference, EOG, and marker', 'source demean: subtract trial/channel mean over time', 'source detrend skipped', 'EOG correction skipped', 'source artifact clipping skipped', 'convert source microvolts to MNE volts', 'average reference at before resample/filter', 'resample to 250 Hz', ""IIR bandpass 8.0–30.0 Hz | params={'ftype': 'butter', 'order': 2}"", 'convert MNE volts to model microvolts', 'crop fixed window samples [500:1037]', 'bad-trial rejection skipped']"
2,40,"[20, 20]","(40, 29, 537)",2000,500,1037,537,2.148,microvolts,microvolts,trial_mean,average,before_resample_filter,True,250.0,True,8.0,30.0,iir,2.0,none,none,False,none,False,,40,40,0,False,"['[ON] source::select_eeg_channels | - select Liu EEG channels, drop CPz reference, EOG, and marker before model input', '[ON] source::demean | mode=trial_mean | baseline_window_s=[0.0, 2.0]', '[off] source::detrend | mode=none', '[off] source::eog_correction | mode=none', '[off] source::artifact_clipping | mode=none | percentile=99.5', '[ON] mne_raw::reference | timing=before_resample_filter | mode=average', '[ON] mne_raw::resample | sfreq=250', ""[ON] mne_raw::bandpass_filter | l_freq=8.0 | h_freq=30.0 | method=iir | phase=zero | fir_design=firwin | iir_params={'ftype': 'butter', 'order': 2}"", '[off] mne_raw::notch_filter | timing=after_bandpass', '[ON] window::crop_fixed_mi_window | start_s=2.0 | target_window_samples=537', '[off] window::bad_trial_rejection', '[off] split::fold_safe_normalization | mode=none']","['select 29 EEG channels; drop CPz source reference, EOG, and marker', 'source demean: subtract trial/channel mean over time', 'source detrend skipped', 'EOG correction skipped', 'source artifact clipping skipped', 'convert source microvolts to MNE volts', 'average reference at before resample/filter', 'resample to 250 Hz', ""IIR bandpass 8.0–30.0 Hz | params={'ftype': 'butter', 'order': 2}"", 'convert MNE volts to model microvolts', 'crop fixed window samples [500:1037]', 'bad-trial rejection skipped']"
3,40,"[20, 20]","(40, 29, 537)",2000,500,1037,537,2.148,microvolts,microvolts,trial_mean,average,before_resample_filter,True,250.0,True,8.0,30.0,iir,2.0,none,none,False,none,False,,40,40,0,False,"['[ON] source::select_eeg_channels | - select Liu EEG channels, drop CPz reference, EOG, and marker before model input', '[ON] source::demean | mode=trial_mean | baseline_window_s=[0.0, 2.0]', '[off] source::detrend | mode=none', '[off] source::eog_correction | mode=none', '[off] source::artifact_clipping | mode=none | percentile=99.5', '[ON] mne_raw::reference | timing=before_resample_filter | mode=average', '[ON] mne_raw::resample | sfreq=250', ""[ON] mne_raw::bandpass_filter | l_freq=8.0 | h_freq=30.0 | method=iir | phase=zero | fir_design=firwin | iir_params={'ftype': 'butter', 'order': 2}"", '[off] mne_raw::notch_filter | timing=after_bandpass', '[ON] window::crop_fixed_mi_window | start_s=2.0 | target_window_samples=537', '[off] window::bad_trial_rejection', '[off] split::fold_safe_normalization | mode=none']","['select 29 EEG channels; drop CPz source reference, EOG, and marker', 'source demean: subtract trial/channel mean over time', 'source detrend skipped', 'EOG correction skipped', 'source artifact clipping skipped', 'convert source microvolts to MNE volts', 'average reference at before resample/filter', 'resample to 250 Hz', ""IIR bandpass 8.0–30.0 Hz | params={'ftype': 'butter', 'order': 2}"", 'convert MNE volts to model microvolts', 'crop fixed window samples [500:1037]', 'bad-trial rejection skipped']"
4,40,"[20, 20]","(40, 29, 537)",2000,500,1037,537,2.148,microvolts,microvolts,trial_mean,average,before_resample_filter,True,250.0,True,8.0,30.0,iir,2.0,none,none,False,none,False,,40,40,0,False,"['[ON] source::select_eeg_channels | - select Liu EEG channels, drop CPz reference, EOG, and marker before model input', '[ON] source::demean | mode=trial_mean | baseline_window_s=[0.0, 2.0]', '[off] source::detrend | mode=none', '[off] source::eog_correction | mode=none', '[off] source::artifact_clipping | mode=none | percentile=99.5', '[ON] mne_raw::reference | timing=before_resample_filter | mode=average', '[ON] mne_raw::resample | sfreq=250', ""[ON] mne_raw::bandpass_filter | l_freq=8.0 | h_freq=30.0 | method=iir | phase=zero | fir_design=firwin | iir_params={'ftype': 'butter', 'order': 2}"", '[off] mne_raw::notch_filter | timing=after_bandpass', '[ON] window::crop_fixed_mi_window | start_s=2.0 | target_window_samples=537', '[off] window::bad_trial_rejection', '[off] split::fold_safe_normalization | mode=none']","['select 29 EEG channels; drop CPz source reference, EOG, and marker', 'source demean: subtract trial/channel mean over time', 'source detrend skipped', 'EOG correction skipped', 'source artifact clipping skipped', 'convert source microvolts to MNE volts', 'average reference at before resample/filter', 'resample to 250 Hz', ""IIR bandpass 8.0–30.0 Hz | params={'ftype': 'butter', 'order': 2}"", 'convert MNE volts to model microvolts', 'crop fixed window samples [500:1037]', 'bad-trial rejection skipped']"
5,40,"[20, 20]","(40, 29, 537)",2000,500,1037,537,2.148,microvolts,microvolts,trial_mean,average,before_resample_filter,True,250.0,True,8.0,30.0,iir,2.0,none,none,False,none,False,,40,40,0,False,"['[ON] source::select_eeg_channels | - select Liu EEG channels, drop CPz reference, EOG, and marker before model input', '[ON] source::demean | mode=trial_mean | baseline_window_s=[0.0, 2.0]', '[off] source::detrend | mode=none', '[off] source::eog_correction | mode=none', '[off] source::artifact_clipping | mode=none | percentile=99.5', '[ON] mne_raw::reference | timing=before_resample_filter | mode=average', '[ON] mne_raw::resample | sfreq=250', ""[ON] mne_raw::bandpass_filter | l_freq=8.0 | h_freq=30.0 | method=iir | phase=zero | fir_design=firwin | iir_params={'ftype': 'butter', 'order': 2}"", '[off] mne_raw::notch_filter | timing=after_bandpass', '[ON] window::crop_fixed_mi_window | start_s=2.0 | target_window_samples=537', '[off] window::bad_trial_rejection', '[off] split::fold_safe_normalization | mode=none']","['select 29 EEG channels; drop CPz source reference, EOG, and marker', 'source demean: subtract trial/channel mean over time', 'source detrend skipped', 'EOG correction skipped', 'source artifact clipping skipped', 'convert source microvolts to MNE volts', 'average reference at before resample/filter', 'resample to 250 Hz', ""IIR bandpass 8.0–30.0 Hz | params={'ftype': 'butter', 'order': 2}"", 'convert MNE volts to model microvolts', 'crop fixed window samples [500:1037]', 'bad-trial rejection skipped']"
6,40,"[20, 20]","(40, 29, 537)",2000,500,1037,537,2.148,microvolts,microvolts,trial_mean,average,before_resample_filter,True,250.0,True,8.0,30.0,iir,2.0,none,none,False,none,False,,40,40,0,False,"['[ON] source::select_eeg_channels | - select Liu EEG channels, drop CPz reference, EOG, and marker before model input', '[ON] source::demean | mode=trial_mean | baseline_window_s=[0.0, 2.0]', '[off] source::detrend | mode=none', '[off] source::eog_correction | mode=none', '[off] source::artifact_clipping | mode=none | percentile=99.5', '[ON] mne_raw::reference | timing=before_resample_filter | mode=average', '[ON] mne_raw::resample | sfreq=250', ""[ON] mne_raw::bandpass_filter | l_freq=8.0 | h_freq=30.0 | method=iir | phase=zero | fir_design=firwin | iir_params={'ftype': 'butter', 'order': 2}"", '[off] mne_raw::notch_filter | timing=after_bandpass', '[ON] window::crop_fixed_mi_window | start_s=2.0 | target_window_samples=537', '[off] window::bad_trial_rejection', '[off] split::fold_safe_normalization | mode=none']","['select 29 EEG channels; drop CPz source reference, EOG, and marker', 'source demean: subtract trial/channel mean over time', 'source detrend skipped', 'EOG correction skipped', 'source artifact clipping skipped', 'convert source microvolts to MNE volts', 'average reference at before resample/filter', 'resample to 250 Hz', ""IIR bandpass 8.0–30.0 Hz | params={'ftype': 'butter', 'order': 2}"", 'convert MNE volts to model microvolts', 'crop fixed window samples [500:1037]', 'bad-trial rejection skipped']"
7,40,"[20, 20]","(40, 29, 537)",2000,500,1037,537,2.148,microvolts,microvolts,trial_mean,average,before_resample_filter,True,250.0,True,8.0,30.0,iir,2.0,none,none,False,none,False,,40,40,0,False,"['[ON] source::select_eeg_channels | - select Liu EEG channels, drop CPz reference, EOG, and marker before model input', '[ON] source::demean | mode=trial_mean | baseline_window_s=[0.0, 2.0]', '[off] source::detrend | mode=none', '[off] source::eog_correction | mode=none', '[off] source::artifact_clipping | mode=none | percentile=99.5', '[ON] mne_raw::reference | timing=before_resample_filter | mode=average', '[ON] mne_raw::resample | sfreq=250', ""[ON] mne_raw::bandpass_filter | l_freq=8.0 | h_freq=30.0 | method=iir | phase=zero | fir_design=firwin | iir_params={'ftype': 'butter', 'order': 2}"", '[off] mne_raw::notch_filter | timing=after_bandpass', '[ON] window::crop_fixed_mi_window | start_s=2.0 | target_window_samples=537', '[off] window::bad_trial_rejection', '[off] split::fold_safe_normalization | mode=none']","['select 29 EEG channels; drop CPz source reference, EOG, and marker', 'source demean: subtract trial/channel mean over time', 'source detrend skipped', 'EOG correction skipped', 'source artifact clipping skipped', 'convert source microvolts to MNE volts', 'average reference at before resample/filter', 'resample to 250 Hz', ""IIR bandpass 8.0–30.0 Hz | params={'ftype': 'butter', 'order': 2}"", 'convert MNE volts to model microvolts', 'crop fixed window samples [500:1037]', 'bad-trial rejection skipped']"
8,40,"[20, 20]","(40, 29, 537)",2000,500,1037,537,2.148,microvolts,microvolts,trial_mean,average,before_resample_filter,True,250.0,True,8.0,30.0,iir,2.0,none,none,False,none,False,,40,40,0,False,"['[ON] source::select_eeg_channels | - select Liu EEG channels, drop CPz reference, EOG, and marker before model input', '[ON] source::demean | mode=trial_mean | baseline_window_s=[0.0, 2.0]', '[off] source::detrend | mode=none', '[off] source::eog_correction | mode=none', '[off] source::artifact_clipping | mode=none | percentile=99.5', '[ON] mne_raw::reference | timing=before_resample_filter | mode=average', '[ON] mne_raw::resample | sfreq=250', ""[ON] mne_raw::bandpass_filter | l_freq=8.0 | h_freq=30.0 | method=iir | phase=zero | fir_design=firwin | iir_params={'ftype': 'butter', 'order': 2}"", '[off] mne_raw::notch_filter | timing=after_bandpass', '[ON] window::crop_fixed_mi_window | start_s=2.0 | target_window_samples=537', '[off] window::bad_trial_rejection', '[off] split::fold_safe_normalization | mode=none']","['select 29 EEG channels; drop CPz source reference, EOG, and marker', 'source demean: subtract trial/channel mean over time', 'source detrend skipped', 'EOG correction skipped', 'source artifact clipping skipped', 'convert source microvolts to MNE volts', 'average reference at before resample/filter', 'resample to 250 Hz', ""IIR bandpass 8.0–30.0 Hz | params={'ftype': 'butter', 'order': 2}"", 'convert MNE volts to model microvolts', 'crop fixed window samples [500:1037]', 'bad-trial rejection skipped']"
9,40,"[20, 20]","(40, 29, 537)",2000,500,1037,537,2.148,microvolts,microvolts,trial_mean,average,before_resample_filter,True,250.0,True,8.0,30.0,iir,2.0,none,none,False,none,False,,40,40,0,False,"['[ON] source::select_eeg_channels | - select Liu EEG channels, drop CPz reference, EOG, and marker before model input', '[ON] source::demean | mode=trial_mean | baseline_window_s=[0.0, 2.0]', '[off] source::detrend | mode=none', '[off] source::eog_correction | mode=none', '[off] source::artifact_clipping | mode=none | percentile=99.5', '[ON] mne_raw::reference | timing=before_resample_filter | mode=average', '[ON] mne_raw::resample | sfreq=250', ""[ON] mne_raw::bandpass_filter | l_freq=8.0 | h_freq=30.0 | method=iir | phase=zero | fir_design=firwin | iir_params={'ftype': 'butter', 'order': 2}"", '[off] mne_raw::notch_filter | timing=after_bandpass', '[ON] window::crop_fixed_mi_window | start_s=2.0 | target_window_samples=537', '[off] window::bad_trial_rejection', '[off] split::fold_safe_normalization | mode=none']","['select 29 EEG channels; drop CPz source reference, EOG, and marker', 'source demean: subtract trial/channel mean over time', 'source detrend skipped', 'EOG correction skipped', 'source artifact clipping skipped', 'convert source microvolts to MNE volts', 'average reference at before resample/filter', 'resample to 250 Hz', ""IIR bandpass 8.0–30.0 Hz | params={'ftype': 'butter', 'order': 2}"", 'convert MNE volts to model microvolts', 'crop fixed window samples [500:1037]', 'bad-trial rejection skipped']"
10,40,"[20, 20]","(40, 29, 537)",2000,500,1037,537,2.148,microvolts,microvolts,trial_mean,average,before_resample_filter,True,250.0,True,8.0,30.0,iir,2.0,none,none,False,none,False,,40,40,0,False,"['[ON] source::select_eeg_channels | - select Liu EEG channels, drop CPz reference, EOG, and marker before model input', '[ON] source::demean | mode=trial_mean | baseline_window_s=[0.0, 2.0]', '[off] source::detrend | mode=none', '[off] source::eog_correction | mode=none', '[off] source::artifact_clipping | mode=none | percentile=99.5', '[ON] mne_raw::reference | timing=before_resample_filter | mode=average', '[ON] mne_raw::resample | sfreq=250', ""[ON] mne_raw::bandpass_filter | l_freq=8.0 | h_freq=30.0 | method=iir | phase=zero | fir_design=firwin | iir_params={'ftype': 'butter', 'order': 2}"", '[off] mne_raw::notch_filter | timing=after_bandpass', '[ON] window::crop_fixed_mi_window | start_s=2.0 | target_window_samples=537', '[off] window::bad_trial_rejection', '[off] split::fold_safe_normalization | mode=none']","['select 29 EEG channels; drop CPz source reference, EOG, and marker', 'source demean: subtract trial/channel mean over time', 'source detrend skipped', 'EOG correction skipped', 'source artifact clipping skipped', 'convert source microvolts to MNE volts', 'average reference at before resample/filter', 'resample to 250 Hz', ""IIR bandpass 8.0–30.0 Hz | params={'ftype': 'butter', 'order': 2}"", 'convert MNE volts to model microvolts', 'crop fixed window samples [500:1037]', 'bad-trial rejection skipped']"
