subject_id,trial_index,view_id,shrinkage,effective_rank,condition
sub-01,0,1s_0s_8-12Hz,0.010151346031234115,3.6942029274660246,588.2774142824192
sub-01,0,1s_0s_13-20Hz,0.007378467994821594,3.0294088053695285,1139.0826078995838
sub-01,0,1s_0s_20-30Hz,0.005463077486481938,1.9878396757455847,1956.8503752439158
sub-01,0,1s_0s_8-30Hz,0.00666938487425282,2.7624014197957507,1377.6541060634843
sub-01,0,1s_1s_8-12Hz,0.011614933367688346,4.370199553757113,495.4907722154431
sub-01,0,1s_1s_13-20Hz,0.007383323999405552,3.1474175586769415,1156.7342070246434
sub-01,0,1s_1s_20-30Hz,0.010270051930006296,4.568302182065335,673.1916462152564
sub-01,0,1s_1s_8-30Hz,0.010250118183474894,4.515086974072812,667.9752822273631
sub-01,0,1s_2s_8-12Hz,0.008537468412247411,3.4077855604882337,865.6161559424779
sub-01,0,1s_2s_13-20Hz,0.011278611346925071,4.35808739593125,520.2961112820165
sub-01,0,1s_2s_20-30Hz,0.008518751816693705,3.7217789187210677,904.3127037012031
sub-01,0,1s_2s_8-30Hz,0.011398973392425727,4.5781022374625016,493.26234938038334
sub-01,0,1s_3s_8-12Hz,0.009211920244003767,3.784511785590253,781.5520519544455
sub-01,0,1s_3s_13-20Hz,0.008725909926931376,3.558978864092388,825.9947025568121
sub-01,0,1s_3s_20-30Hz,0.01057369712385809,4.210522479676842,594.8622218182763
sub-01,0,1s_3s_8-30Hz,0.011713025129733969,4.69767368019056,445.83704146465396
sub-01,0,2s_0s_8-12Hz,0.005791124477103902,4.387867472460791,974.0149963192466
sub-01,0,2s_0s_13-20Hz,0.004012308514457509,3.282497420919489,1944.443607360886
sub-01,0,2s_0s_20-30Hz,0.0029243958983075527,2.2477614876040204,3480.4519562411806
sub-01,0,2s_0s_8-30Hz,0.003690370277449205,3.131082185867091,2314.9579022242306
sub-01,0,2s_1s_8-12Hz,0.006336519846886286,4.725134625837752,792.3947971688488
sub-01,0,2s_1s_13-20Hz,0.00448175763615636,3.8678539386767277,1659.3938734340936
sub-01,0,2s_1s_20-30Hz,0.004835822076269013,4.336986627714743,1492.8838826115898
sub-01,0,2s_1s_8-30Hz,0.005718839741511469,4.750288942459156,1069.9659764862809
sub-01,0,2s_2s_8-12Hz,0.004647494542481788,3.860885111190778,1540.1233469048225
sub-01,0,2s_2s_13-20Hz,0.005379249818898266,4.308245976013421,1118.517115023819
sub-01,0,2s_2s_20-30Hz,0.0048884683499888235,4.095217902832079,1412.478625615072
sub-01,0,2s_2s_8-30Hz,0.006042909900139794,4.737773211096002,807.654529089798
sub-01,1,1s_0s_8-12Hz,0.007990176856843414,2.9797753796979594,939.8571393319727
sub-01,1,1s_0s_13-20Hz,0.008740198397844443,3.5510494399836317,840.6444139407116
sub-01,1,1s_0s_20-30Hz,0.00916740769866939,3.7945679394995215,788.3692657937047
sub-01,1,1s_0s_8-30Hz,0.010835779749785097,4.174078791772062,484.31964570875385
sub-01,1,1s_1s_8-12Hz,0.007979738145961864,3.0013986735900984,945.1467502229375
sub-01,1,1s_1s_13-20Hz,0.009120630099737749,3.8801884792200365,801.0549125524178
sub-01,1,1s_1s_20-30Hz,0.010570541341723333,4.287598105145728,579.591756649787
sub-01,1,1s_1s_8-30Hz,0.01074827087831335,4.297482490640035,532.6427304544058
sub-01,1,1s_2s_8-12Hz,0.01110977298973624,4.3033179079508965,528.8151926340291
sub-01,1,1s_2s_13-20Hz,0.012868396233791457,5.047255196256013,412.4989469953229
sub-01,1,1s_2s_20-30Hz,0.010811564683160208,4.542355918039703,582.1102790508891
sub-01,1,1s_2s_8-30Hz,0.013105887970484032,5.186769012648492,412.6977796517793
sub-01,1,1s_3s_8-12Hz,0.009347921875774557,3.62501234314047,694.7273947068411
sub-01,1,1s_3s_13-20Hz,0.012175129343748294,4.7770136377304695,438.01825079558137
sub-01,1,1s_3s_20-30Hz,0.011758934891211666,5.088277188209362,540.189232798066
sub-01,1,1s_3s_8-30Hz,0.012794977367176852,5.091466829622548,399.8777582070483
sub-01,1,2s_0s_8-12Hz,0.004576124732610755,3.382916049653442,1480.141664208304
sub-01,1,2s_0s_13-20Hz,0.005193113469456244,4.070348652068763,1186.314065611235
sub-01,1,2s_0s_20-30Hz,0.005532549205837516,4.350268917669685,1114.842548468051
sub-01,1,2s_0s_8-30Hz,0.005700515975369412,4.354872227073878,891.9754106869372
sub-01,1,2s_1s_8-12Hz,0.005038680972235384,3.980768876088265,1303.5343981548333
sub-01,1,2s_1s_13-20Hz,0.005929372468944866,4.8616129325402575,1022.2338055402681
sub-01,1,2s_1s_20-30Hz,0.0055316976095613245,4.518714863488475,1094.6276007239987
sub-01,1,2s_1s_8-30Hz,0.006140866195130908,4.867047047590438,890.9285322430035
sub-01,1,2s_2s_8-12Hz,0.005864052444492071,4.50721664564846,968.7320694539651
sub-01,1,2s_2s_13-20Hz,0.0071790432349591385,5.436902330512929,644.2760385895781
sub-01,1,2s_2s_20-30Hz,0.005938274503661924,5.046302787684587,1042.0082622694672
sub-01,1,2s_2s_8-30Hz,0.007057173279740291,5.422321486440811,667.9998297601434
sub-01,2,1s_0s_8-12Hz,0.009583305350133587,3.644494469631559,672.1793642369819
sub-01,2,1s_0s_13-20Hz,0.007993983647420889,3.4727042453010473,1001.6614016941469
sub-01,2,1s_0s_20-30Hz,0.008778808333451496,3.5127420207871833,789.4085923902993
sub-01,2,1s_0s_8-30Hz,0.010026650557935507,4.102573788454794,622.0561045145942
sub-01,2,1s_1s_8-12Hz,0.008467388679850679,3.2337694177219594,864.1511704476617
sub-01,2,1s_1s_13-20Hz,0.009725814020656238,3.865545977930482,642.8739348081408
sub-01,2,1s_1s_20-30Hz,0.007360429727932069,3.1721137629116365,1158.308292938847
sub-01,2,1s_1s_8-30Hz,0.00945214815811999,3.998822905071678,735.3992830208772
sub-01,2,1s_2s_8-12Hz,0.00912998249986273,3.556150074082989,758.4525563395674
sub-01,2,1s_2s_13-20Hz,0.007754002001496307,3.1374601735850933,1028.4059055928544
sub-01,2,1s_2s_20-30Hz,0.01067153862515854,4.312749564995272,583.6048674716557
sub-01,2,1s_2s_8-30Hz,0.010100284054268377,4.123144555223025,617.7801521042342
sub-01,2,1s_3s_8-12Hz,0.007845535596742077,3.2313603544441207,1017.9801619338829
sub-01,2,1s_3s_13-20Hz,0.011660723340233225,4.192055521044584,451.93354097783885
sub-01,2,1s_3s_20-30Hz,0.01279206824380874,4.755516312029562,407.6361551758837
sub-01,2,1s_3s_8-30Hz,0.013225901451360425,4.841798351813902,362.60166699359786
sub-01,2,2s_0s_8-12Hz,0.004867312665901063,3.808271755912551,1362.0920762533772
sub-01,2,2s_0s_13-20Hz,0.004661054367538642,3.9506755844001917,1515.9088269166841
sub-01,2,2s_0s_20-30Hz,0.0042986267679385615,3.5282805188306283,1700.363058892657
sub-01,2,2s_0s_8-30Hz,0.0049839904342624634,4.098409094012465,1310.1774593543335
sub-01,2,2s_1s_8-12Hz,0.004684394594622149,3.8003601830843556,1484.7939472630217
sub-01,2,2s_1s_13-20Hz,0.004790416553409547,3.821969263258297,1392.6129423196496
sub-01,2,2s_1s_20-30Hz,0.004587536576093315,3.9305080254047238,1575.0925424640652
sub-01,2,2s_1s_8-30Hz,0.0053937624533546575,4.255627762784302,1001.2207988279271
sub-01,2,2s_2s_8-12Hz,0.004809749432096832,3.9639742422797566,1456.1913634501857
sub-01,2,2s_2s_13-20Hz,0.005375023720726602,4.103612650643886,1138.763996334769
sub-01,2,2s_2s_20-30Hz,0.006592665808417544,5.045130585153204,844.8875145533444
sub-01,2,2s_2s_8-30Hz,0.00621709193112477,4.709927045166452,845.3255238251522
sub-01,3,1s_0s_8-12Hz,0.009619229084321631,3.817937826761562,666.0845911642789
sub-01,3,1s_0s_13-20Hz,0.012148968958122525,4.562003361682505,416.5987701947354
sub-01,3,1s_0s_20-30Hz,0.00985105828638561,4.1268317381496535,699.2162910307619
sub-01,3,1s_0s_8-30Hz,0.01425485627776734,5.2701285923224335,310.41035705266734
sub-01,3,1s_1s_8-12Hz,0.007741484178665384,3.239369007279943,1054.0769904384792
