subject_id,band,channel,mean_left,mean_right,difference_right_minus_left,hedges_g,cliff_rank_biserial,bootstrap_ci_low,bootstrap_ci_high,permutation_p,bh_q,correction
1,13-20Hz,Fp1,0.5610589437098226,0.4776890225982692,-0.08336992111155339,-0.1375874798711964,-0.0050000000000000044,-0.7420014028973738,0.4888608834104967,0.6421789105447276,0.7536231884057972,BH within subject x band x declared family
1,13-20Hz,Fp2,0.24848869992906558,0.15675196194880447,-0.09173673798026111,-0.21061451318358201,-0.10999999999999999,-0.8478654677379351,0.41556779210677025,0.5112443778110944,0.7536231884057972,BH within subject x band x declared family
1,13-20Hz,Fz,-0.31314726183855524,-0.34248604268008653,-0.029338780841531298,-0.10805235262052487,0.010000000000000009,-0.7297286681317282,0.5012596436636872,0.7206396801599201,0.7740203972088031,BH within subject x band x declared family
1,13-20Hz,F3,-0.08494500655001078,-0.31830084199431025,-0.23335583544429947,-0.48268102709932914,-0.235,-1.0351600040554014,0.09018054119615204,0.13343328335832083,0.5921325051759834,BH within subject x band x declared family
1,13-20Hz,F4,-0.169467750638991,-0.3080420030857519,-0.13857425244676091,-0.37574623553324754,-0.17000000000000004,-0.9691683207680908,0.22809961537091208,0.23938030984507747,0.7210144927536231,BH within subject x band x declared family
1,13-20Hz,F7,0.20306452270777725,-0.03501165456984762,-0.23807617727762487,-0.3458400983350152,-0.07999999999999996,-0.8226540161669975,0.3179489924057544,0.2783608195902049,0.7210144927536231,BH within subject x band x declared family
1,13-20Hz,F8,0.42853488093624204,0.148640324954258,-0.27989455598198404,-0.47532394930850824,-0.30000000000000004,-1.1068252827546619,0.12395468377228017,0.14292853573213393,0.5921325051759834,BH within subject x band x declared family
1,13-20Hz,FCz,-0.3662076246885445,-0.47737226431650337,-0.11116463962795886,-0.3407226918218894,-0.20499999999999996,-1.0041252471712365,0.2925135828607735,0.2893553223388306,0.7210144927536231,BH within subject x band x declared family
1,13-20Hz,FC3,-0.4552525269574749,-0.7546833219202171,-0.2994307949627422,-0.5232176623860427,-0.20999999999999996,-1.0187801887211851,0.026866163257319164,0.09645177411294353,0.5921325051759834,BH within subject x band x declared family
1,13-20Hz,FC4,-0.45292344851870087,-0.5358056325049395,-0.08288218398623864,-0.19476772658188168,0.004999999999999893,-0.737934771920048,0.49893266188130564,0.5257371314342829,0.7536231884057972,BH within subject x band x declared family
1,13-20Hz,FT7,-0.0985151803546073,-0.23344214830394233,-0.13492696794933504,-0.2378189386608309,0.08499999999999996,-0.701500472197407,0.5885380123591902,0.46676661669165415,0.7520128824476651,BH within subject x band x declared family
1,13-20Hz,FT8,0.7761234701131068,0.5999503403686961,-0.17617312974441068,-0.5042141989328078,-0.22999999999999998,-1.12353890703104,0.08620238489034696,0.11794102948525736,0.5921325051759834,BH within subject x band x declared family
1,13-20Hz,Cz,-0.2408264828319983,-0.30387727977938606,-0.06305079694738774,-0.14040374590698834,-0.040000000000000036,-0.7708237457886317,0.4769077521571922,0.6496751624187906,0.7536231884057972,BH within subject x band x declared family
1,13-20Hz,C3,-0.7356252004315814,-0.8716197480606054,-0.13599454762902397,-0.29583063172855795,-0.06499999999999995,-0.8018291778285059,0.36469635823696644,0.3663168415792104,0.7520128824476651,BH within subject x band x declared family
1,13-20Hz,C4,-0.9504991283744729,-0.9045376050551865,0.04596152331928638,0.11998916602844327,0.16999999999999993,-0.43517131821268223,0.9125273748261133,0.6951524237881059,0.7740203972088031,BH within subject x band x declared family
1,13-20Hz,T3,-0.38059411840109,-0.45218900578483084,-0.07159488738374087,-0.233237526407298,0.004999999999999893,-0.8282443703121385,0.43956198351768183,0.4547726136931534,0.7520128824476651,BH within subject x band x declared family
1,13-20Hz,T4,-0.3056103817991044,-0.37546439378872276,-0.06985401198961838,-0.183375152707515,0.06499999999999995,-0.638760382215463,0.5996672721471096,0.6346826586706646,0.7536231884057972,BH within subject x band x declared family
1,13-20Hz,CP3,-0.7572049318049141,-0.8514723862536675,-0.0942674544487534,-0.2890707322204128,-0.14,-0.9564305522708685,0.31205845991698394,0.3683158420789605,0.7520128824476651,BH within subject x band x declared family
1,13-20Hz,CP4,-0.9885815101829569,-0.8723712548772576,0.11621025530569928,0.3446093328485717,0.26,-0.2430011981357776,1.1086088960491962,0.2733633183408296,0.7210144927536231,BH within subject x band x declared family
1,13-20Hz,TP7,-0.4449528697793966,-0.5055317242438854,-0.060578854464488796,-0.2515672625585507,-0.040000000000000036,-0.910255091349995,0.3788836461429193,0.4237881059470265,0.7520128824476651,BH within subject x band x declared family
1,13-20Hz,TP8,-0.3788319298049027,-0.5311589004088332,-0.15232697060393047,-0.5259638552868265,-0.265,-1.0704134177207625,0.05081678100301113,0.08745627186406797,0.5921325051759834,BH within subject x band x declared family
1,13-20Hz,Pz,-0.598297002814635,-0.6503954019011563,-0.05209839908652125,-0.18501383806315178,-0.08999999999999997,-0.8032668564857097,0.4470111110113652,0.56071964017991,0.7536231884057972,BH within subject x band x declared family
1,13-20Hz,P3,-0.6067972476581746,-0.6466767783574444,-0.03987953069926986,-0.15000829771829666,-0.05500000000000005,-0.7636292002347964,0.48849595423930714,0.6466766616691654,0.7536231884057972,BH within subject x band x declared family
1,13-20Hz,P4,-0.5161997131938987,-0.6161428881924628,-0.09994317499856409,-0.33051196366385843,-0.22499999999999998,-0.9873427894419688,0.24752305344761547,0.2983508245877061,0.7210144927536231,BH within subject x band x declared family
1,13-20Hz,T5,0.14671802028068798,0.14296628345347134,-0.003751736827216634,-0.014590021372385473,-0.06000000000000005,-0.7017176909767092,0.5745533053904145,0.968015992003998,0.968015992003998,BH within subject x band x declared family
