subject_id,trial_id,label,hand,band,logbp_Fp1,logbp_Fp2,logbp_Fz,logbp_F3,logbp_F4,logbp_F7,logbp_F8,logbp_FCz,logbp_FC3,logbp_FC4,logbp_FT7,logbp_FT8,logbp_Cz,logbp_C3,logbp_C4,logbp_T3,logbp_T4,logbp_CP3,logbp_CP4,logbp_TP7,logbp_TP8,logbp_Pz,logbp_P3,logbp_P4,logbp_T5,logbp_T6,logbp_Oz,logbp_O1,logbp_O2,asym_C3_C4,asym_FC3_FC4,asym_CP3_CP4,asym_P3_P4,motor13_left,motor13_right,motor13_midline,motor13_global
1,sub-01_trial-000,0,left,8-12Hz,1.3562507695387755,1.873486825782219,0.6413110745732539,0.9965145897401936,0.5081266121326641,1.4322505372866818,0.9565824550485428,0.41560809401631155,0.7263645304170876,0.15498516207038013,0.7327048958488445,0.6399535044154558,1.202921593579996,0.5488207085300139,-0.31425831284454303,0.5437811693684542,0.44184884169224004,-0.14132610602953166,-0.3177085392508898,0.13371458688927018,0.3215149034990396,-0.024865794777370553,-0.09755566398992951,-0.25142889093215615,0.7185102279324095,0.35159338404888657,1.1092009088848902,1.6684614719574558,1.0886355462621593,0.8630790213745569,0.5713793683467074,0.17638243322135816,0.15387322694222663,0.4065636117335668,-0.04405679376490895,0.5312212976063123,0.2620152294355559
1,sub-01_trial-001,1,right,8-12Hz,1.1327245697085393,1.229968488978495,-0.09717583880770664,-0.05309905538876434,0.10194697671202742,0.39873950535355507,0.05947248470105861,-0.309493779529342,-0.7780814441611128,-0.5939675296289381,-0.39241878710961847,0.17024239594062235,0.0074737701497831835,-1.0398167422105598,-0.7250027666635053,-0.6342804888115747,-0.3027374958325775,-1.2423755063720647,-0.9834834638268704,-0.5456819567399577,-0.3622760600987537,-0.4891310012519516,-0.8019035000867104,-0.23339095519388556,0.1243878674001912,0.16945558618529247,0.9975965074532323,0.9652010992657264,1.1465918215556967,-0.3148139755470545,-0.18411391453217474,-0.2588920425451944,-0.5685125448928249,-0.7830552496438424,-0.48677954772023446,-0.2637170035438368,-0.549255769034761
1,sub-01_trial-002,0,left,8-12Hz,-0.1387912957557877,0.21943027829458037,-0.013499223737922455,-0.22214508437071123,-0.0701685573211711,-0.40261848807860834,0.08986207401233828,0.1331191138066541,-0.552144521700196,-0.570633819371732,-0.3804451967212116,0.04399699419769156,0.21735647482661777,-1.0304134847323263,-0.7989740952956519,-0.5770451540047684,-0.3004078758417594,-0.9692561917266737,-1.056193203923093,-0.43696786063143717,-0.30893305944161215,-0.3676671890752462,-0.5495663410394614,-0.4754881873692437,0.5434819932601059,0.05876265858823397,0.8007865121812506,1.0021761638247495,0.7912006148958813,-0.23143938943667441,0.018489297671535954,0.08693701219641936,-0.07407815367021775,-0.6647051247138738,-0.5942915726561784,-0.0057305334806581065,-0.48555192979171036
1,sub-01_trial-003,1,right,8-12Hz,0.10888611291095006,0.1487611885428221,0.003909932689162186,-0.4627426384199979,-0.08861560636356919,-0.14122345502340092,-0.23440304313523724,-0.31408144684975614,-1.1509126528743145,-0.6269958897212246,-0.452967464875396,-0.16105881452138557,-0.4934417981393671,-1.021826449979598,-0.8675066759280864,-0.41693712355190826,-0.5457329484465654,-0.795787851531987,-1.3525018001923363,-0.4388121106838439,-0.7588221642892363,-0.5118550219742334,-0.3988115420867059,-0.9452028843798693,0.21461320725031902,-0.4773101839193214,0.6421386708956327,0.9569587994048246,0.7233232578729861,-0.15431977405151154,-0.52391676315309,0.5567139486603494,0.5463913422931634,-0.7660162269785207,-0.7761645713170172,-0.43979275565445225,-0.6946370968031574
1,sub-01_trial-004,0,left,8-12Hz,-0.012565552291657114,-0.1636984141553375,-0.2402058706969951,-0.7634162949988479,-0.3264772092613783,-0.5349346207439124,-0.08915181787516141,-0.27920373332741805,-1.3547817034942968,-0.8580881347458192,-0.5967848892189827,0.1307199163965416,-0.23762358987314552,-1.1355725692439305,-1.09031422334165,-0.4689282884017301,-0.7587894438000402,-1.0278819345386754,-0.9554534513342201,-0.839279346668146,-0.8907775380689562,-0.6459786465278045,-0.8598169270127012,-0.8077143709008956,-0.5499016755348609,-0.6729948428190063,0.09166042996900627,0.0027706838889963855,0.2541672156948072,-0.045258345902280395,-0.4966935687484776,-0.07242848320445527,-0.05210255611180559,-1.0282938858576902,-0.8076094779167926,-0.387601989909456,-0.7955632914308297
1,sub-01_trial-005,1,right,8-12Hz,0.31539081422538523,0.4476680696599576,0.21897247496880465,0.1470038185384009,-0.18120955467587294,0.07199888838527099,-0.14906341378455987,0.21318718741005485,-0.6252381808634939,-0.6991632726045337,0.08278526290259532,-0.12570474879946408,0.04562170993827558,-1.2367303530346518,-0.8131549402004316,0.09181834026413696,-0.5937605719849497,-0.9031156502483093,-0.6476507530842248,0.006462082494756248,-0.6890776040290487,-0.08120670456723571,-0.27890439207753215,-0.27823706460401304,0.6898453555518191,0.010385547613328421,0.6663684256850351,0.9962083790943793,0.7449355886899968,-0.4235754128342203,0.07392509174103978,-0.2554648971640845,-0.0006673274735191081,-0.5793969515371172,-0.5238831170338153,0.059200730927031577,-0.4106767807748898
1,sub-01_trial-006,0,left,8-12Hz,1.027238285521369,0.7993417570510172,0.7259110983373435,0.8777376641612779,0.6186044147222923,1.788655761332431,1.1366410320926577,0.3932652486001143,0.8017861354106801,0.10618632293920487,0.6120293804126988,0.7179635030066908,-0.00935761502463778,0.03495663226540543,-0.42860743597710005,0.21364746987125172,0.10638444657146635,-0.4991499089869375,-0.052023305934470146,0.2337853610252304,0.26137082001079887,0.04418214200681337,0.10293220368836467,0.2098598772423958,0.9178729145096909,0.41528465884587745,0.9978384159792757,1.0824601633555546,0.9674178126867087,0.46356406824250546,0.6955998124714753,-0.4471266030524674,-0.10692767355403113,0.2636525453077581,0.09080397459846455,0.1426965918607633,0.16925941347026174
1,sub-01_trial-007,1,right,8-12Hz,-0.13300363131259535,0.3078864078288342,-0.032716418345714725,-0.3045198770069582,-0.48405132705779413,-0.0206746644327963,0.034555755354216365,-0.2762091297844397,-0.4145695988709954,-0.6674793818419241,-0.1339349456701229,0.4256037111963575,0.03303351751307039,-0.5336979495542153,-0.7680690808534882,-0.25636187035370567,-0.2101012893039771,-0.5159562364254677,-0.9366587412148086,-0.43712456812117295,-0.34015721060442855,-0.2855060692418261,-0.33127846713790976,-0.2716095971519878,0.10987467873273916,0.31538352810654335,0.7969911938737327,0.8842445806322772,0.9068841567320255,0.2343711312992729,0.2529097829709287,0.4207025047893409,-0.05966886998592197,-0.42000442579910924,-0.6255736256240005,-0.17622722717106512,-0.44281322604836504
1,sub-01_trial-008,0,left,8-12Hz,0.9477065504661071,1.0247548761343306,1.0900752903214326,1.02243907021731,0.601588340558032,0.30942739671174385,0.2838376333957774,0.6966876208943389,0.4567295317270574,-0.10033562462297671,-0.24759775850469626,0.2234929936716887,0.31072512416560594,-0.2936393039849758,-0.6249470703778355,0.1439030887032157,-0.16906062361353352,-0.4338254507138098,-0.31058663198690345,0.2828397643695883,0.2807717438920293,0.46353622114887,-0.15877148951249287,0.6669762934998948,1.0099505974418286,0.9612727178397555,1.4923050671407516,1.5130092872354486,1.6147620462700092,0.3313077663928597,0.5570651563500341,-0.12323881872690634,-0.8257477830123877,0.1185864715466178,0.04653906141404224,0.49031632206960496,0.17665974084708574
1,sub-01_trial-009,1,right,8-12Hz,1.084327481357504,1.206629653381649,0.6078808414409299,0.3908478062188799,0.3651517526528991,0.30003853611851844,0.39101437620238555,0.17461303761340013,-0.1929684584164069,-0.5676443886490861,-0.1126893844249534,0.10856025023193794,-0.13141715514659374,-0.5724030853956785,-0.7029853952263689,-0.4510330217976073,-0.31076407621944024,-0.47349588732837955,-0.33901977765926117,-0.2552763895258003,0.12479607920399073,0.3921651807046577,-0.11105072844247182,0.3170732994794469,0.24118322089282762,0.6943681368781343,0.9799501177994263,0.8498651401600482,1.1204817954709918,0.1305823098306904,0.3746759302326792,-0.13447610966911838,-0.4281240279219187,-0.1918140706728114,-0.185484901880474,0.14512035439048804,-0.11162567689192023
