subject_id,trial_id,label,hand,band,logbp_C3,logbp_C4,logbp_CP3,logbp_CP4,logbp_FC3,logbp_FC4,logbp_P3,logbp_P4,asym_C3_C4,asym_FC3_FC4,asym_CP3_CP4,asym_P3_P4,motor13_left,motor13_right,motor13_midline,motor13_global
1,sub-01_trial-000,0,left,8-12Hz,0.5488207085300139,-0.31425831284454303,-0.14132610602953166,-0.3177085392508898,0.7263645304170876,0.15498516207038013,-0.09755566398992951,-0.25142889093215615,0.8630790213745569,0.5713793683467074,0.17638243322135816,0.15387322694222663,0.4065636117335668,-0.04405679376490895,0.5312212976063123,0.2620152294355559
1,sub-01_trial-001,1,right,8-12Hz,-1.0398167422105598,-0.7250027666635053,-1.2423755063720647,-0.9834834638268704,-0.7780814441611128,-0.5939675296289381,-0.8019035000867104,-0.23339095519388556,-0.3148139755470545,-0.18411391453217474,-0.2588920425451944,-0.5685125448928249,-0.7830552496438424,-0.48677954772023446,-0.2637170035438368,-0.549255769034761
1,sub-01_trial-002,0,left,8-12Hz,-1.0304134847323263,-0.7989740952956519,-0.9692561917266737,-1.056193203923093,-0.552144521700196,-0.570633819371732,-0.5495663410394614,-0.4754881873692437,-0.23143938943667441,0.018489297671535954,0.08693701219641936,-0.07407815367021775,-0.6647051247138738,-0.5942915726561784,-0.0057305334806581065,-0.48555192979171036
1,sub-01_trial-003,1,right,8-12Hz,-1.021826449979598,-0.8675066759280864,-0.795787851531987,-1.3525018001923363,-1.1509126528743145,-0.6269958897212246,-0.3988115420867059,-0.9452028843798693,-0.15431977405151154,-0.52391676315309,0.5567139486603494,0.5463913422931634,-0.7660162269785207,-0.7761645713170172,-0.43979275565445225,-0.6946370968031574
1,sub-01_trial-004,0,left,8-12Hz,-1.1355725692439305,-1.09031422334165,-1.0278819345386754,-0.9554534513342201,-1.3547817034942968,-0.8580881347458192,-0.8598169270127012,-0.8077143709008956,-0.045258345902280395,-0.4966935687484776,-0.07242848320445527,-0.05210255611180559,-1.0282938858576902,-0.8076094779167926,-0.387601989909456,-0.7955632914308297
1,sub-01_trial-005,1,right,8-12Hz,-1.2367303530346518,-0.8131549402004316,-0.9031156502483093,-0.6476507530842248,-0.6252381808634939,-0.6991632726045337,-0.27890439207753215,-0.27823706460401304,-0.4235754128342203,0.07392509174103978,-0.2554648971640845,-0.0006673274735191081,-0.5793969515371172,-0.5238831170338153,0.059200730927031577,-0.4106767807748898
1,sub-01_trial-006,0,left,8-12Hz,0.03495663226540543,-0.42860743597710005,-0.4991499089869375,-0.052023305934470146,0.8017861354106801,0.10618632293920487,0.10293220368836467,0.2098598772423958,0.46356406824250546,0.6955998124714753,-0.4471266030524674,-0.10692767355403113,0.2636525453077581,0.09080397459846455,0.1426965918607633,0.16925941347026174
1,sub-01_trial-007,1,right,8-12Hz,-0.5336979495542153,-0.7680690808534882,-0.5159562364254677,-0.9366587412148086,-0.4145695988709954,-0.6674793818419241,-0.33127846713790976,-0.2716095971519878,0.2343711312992729,0.2529097829709287,0.4207025047893409,-0.05966886998592197,-0.42000442579910924,-0.6255736256240005,-0.17622722717106512,-0.44281322604836504
1,sub-01_trial-008,0,left,8-12Hz,-0.2936393039849758,-0.6249470703778355,-0.4338254507138098,-0.31058663198690345,0.4567295317270574,-0.10033562462297671,-0.15877148951249287,0.6669762934998948,0.3313077663928597,0.5570651563500341,-0.12323881872690634,-0.8257477830123877,0.1185864715466178,0.04653906141404224,0.49031632206960496,0.17665974084708574
1,sub-01_trial-009,1,right,8-12Hz,-0.5724030853956785,-0.7029853952263689,-0.47349588732837955,-0.33901977765926117,-0.1929684584164069,-0.5676443886490861,-0.11105072844247182,0.3170732994794469,0.1305823098306904,0.3746759302326792,-0.13447610966911838,-0.4281240279219187,-0.1918140706728114,-0.185484901880474,0.14512035439048804,-0.11162567689192023
1,sub-01_trial-010,0,left,8-12Hz,-0.13178638895384717,-0.3239215977180361,-0.19572820004176064,0.3276749585872021,0.14669573997930094,-0.14102918702937672,0.1482144473147455,0.47963355779349337,0.1921352087641889,0.2877249270086777,-0.5234031586289627,-0.33141911047874784,0.05796847007844782,0.13024351019526575,0.23240873878060775,0.12602200905464547
1,sub-01_trial-011,1,right,8-12Hz,-0.6840796982719081,-0.8954245411081695,-0.712620374955447,-0.9158638670129912,-0.049976059502576775,-0.8007570068327204,-0.2220319160830006,0.17236524987231103,0.21134484283626143,0.7507809473301437,0.20324349205754422,-0.3943971659553116,-0.25474663871292147,-0.5013172959311182,-0.1900248937560123,-0.33464571957601813
1,sub-01_trial-012,0,left,8-12Hz,-0.8410088736048984,-1.1920647207585184,-1.0243389260766733,-1.3248558319800265,-0.6469609216023114,-0.7213590823906143,-0.8918171672802319,-0.35228587770357744,0.35105584715362004,0.07439816078830286,0.3005169059033532,-0.5395312895766544,-0.7406316216251387,-0.7510104158517731,-0.23971647547640906,-0.6290276626010605
1,sub-01_trial-013,1,right,8-12Hz,-0.6134849864805322,-0.6570615539955774,-1.1723940108564448,-0.5810139677699956,-0.8842757236300774,-0.7188221616645606,-0.4519024824659427,-0.0126821962497566,0.04357656751504524,-0.16545356196551686,-0.5913800430864492,-0.43922028621618614,-0.6065945126832359,-0.37132866359993655,-0.04358970562551057,-0.3861834614071072
1,sub-01_trial-014,0,left,8-12Hz,-1.4109482471561159,-0.7419558770422956,-1.0385860877331232,-0.7215603476107111,-0.6156713232357218,-0.7179117561866567,-0.43660450016296853,-0.2304393577833463,-0.6689923701138203,0.10224043295093488,-0.31702574012241214,-0.20616514237962225,-0.6751948213673773,-0.5175006136813077,0.00902406490333109,-0.45664653696411023
1,sub-01_trial-015,1,right,8-12Hz,-1.0812358967103994,-0.7619073183971453,-0.5586621269219677,-0.4730275751952374,-0.6976204472673351,-0.7621862262756338,-0.39692181315134484,-0.02101075200894025,-0.3193285783132541,0.06456577900829874,-0.08563455172673029,-0.3759110611424046,-0.5604691090652243,-0.44507955072526084,0.0207345580922451,-0.38196458651351467
1,sub-01_trial-016,0,left,8-12Hz,-0.9880500893531685,-1.3212929120565884,-0.8364871012743391,-0.8568203972070478,-0.8913248350737668,-1.0797880387203072,-0.5932015370827911,-0.18003442166853187,0.33324282270341987,0.18846320364654034,0.020333295932708717,-0.4131671154142592,-0.7664656768559635,-0.7684358026572183,-0.7643241764859962,-0.7667292251556845
1,sub-01_trial-017,1,right,8-12Hz,-0.2606906646987176,-0.8325748219843169,-0.527512492572369,-0.49700436783353047,-0.0730638413642663,-0.5861218379458525,-0.044667093432287086,0.19183662754807157,0.5718841572855993,0.5130579965815862,-0.030508124738838516,-0.23650372098035866,-0.05091923431229276,-0.2909107543248973,0.033349405788828036,-0.12377705583226667
1,sub-01_trial-018,0,left,8-12Hz,-1.1240043000235362,-0.9074734614040333,-1.2127179818420828,-1.0562350984216893,-0.8401047801369452,-0.7506968129114684,-0.7904181940403686,-0.6191062106035867,-0.21653083861950295,-0.08940796722547684,-0.15648288342039351,-0.1713119834367819,-0.8853928828914006,-0.7084030950637891,-0.16648997332191803,-0.651419216133977
1,sub-01_trial-019,1,right,8-12Hz,-0.9344044786810184,-0.9913843424678088,-0.432248162054584,-0.906917516010942,-0.6355569768848648,-0.6908175285428158,-0.2340295195658713,-0.6388642695008132,0.05697986378679043,0.05526055165795096,0.47466935395635795,0.4048347499349419,-0.4589274323567751,-0.6702224974614767,-0.3223865124795073,-0.5086853220407525
1,sub-01_trial-020,0,left,8-12Hz,-0.7619919477114515,-0.4806167294861471,-0.21613891851014333,-0.11916718830407008,-0.5324526782166928,-0.5582645789940439,-0.2509599493631863,0.11009523614659932,-0.2813752182253044,0.02581190077735107,-0.09697173020607325,-0.3610551855097856,-0.19717557180417172,-0.1707308547074424,0.1967632418591839,-0.09609556976773224
1,sub-01_trial-021,1,right,8-12Hz,-1.0789005055247909,-1.2452439741151318,-1.278438679733506,-1.0412732353592826,-0.6548305891689107,-1.0052842473771981,-0.9778656809173154,-0.48935581568844944,0.16634346859034088,0.35045365820828744,-0.23716544437422327,-0.48850986522886597,-0.8349793382193511,-0.8429390716485934,-0.25937921927174784,-0.705209977473459
1,sub-01_trial-022,0,left,8-12Hz,-0.5487617632115973,-1.0468015031758613,-1.1003409690207475,-1.3422662146487743,-0.4432466302451886,-0.4909093309446728,-0.42029006381607537,-0.6247188964561156,0.498039739964264,0.047662700699484195,0.24192524562802675,0.2044288326400402,-0.4598744328221532,-0.668049365427709,-0.03986090376430417,-0.44301551558017105
1,sub-01_trial-023,1,right,8-12Hz,-1.3090821287357188,-0.5419535795158009,-1.2622591357403532,-0.7554698390720828,-0.6299727150283981,-0.7771790705939279,-0.957131680836115,-0.9851360386792212,-0.7671285492199179,0.14720635556552975,-0.5067892966682704,0.028004357843106176,-0.867476558378782,-0.7098433707181314,-0.4718907200051646,-0.7155593696538508
1,sub-01_trial-024,0,left,8-12Hz,-0.12461952276794572,-0.3531023816306112,-0.047791554938993286,0.22824501205555647,0.39533794742100775,-0.6314680259849963,0.07780715963107604,0.34950505883141036,0.22848285886266548,1.026805973406004,-0.27603656699454976,-0.2716978992003343,0.30955330279558796,-0.04687739601271133,0.27882546652813234,0.16537353334606
1,sub-01_trial-025,1,right,8-12Hz,-0.9764346894029783,-0.5332095461281883,-0.3579316095342809,-0.2133597522237816,-0.5845238537447638,-0.7811839891697773,0.188941115994987,0.2460665208643138,-0.44322514327479,0.19666013542501348,-0.1445718573104993,-0.057125404869326796,-0.2585989476713202,-0.31292943764722037,0.2639853114402682,-0.15889892248245369
1,sub-01_trial-026,0,left,8-12Hz,-0.781995560711156,-0.6743197309402956,-0.2106329690416694,-0.40051114637550855,-0.3315888760690747,-0.37078990527343497,0.3827575406908477,0.5096417702221056,-0.10767582977086032,0.03920102920436025,0.18987817733383916,-0.12688422953125783,-0.004142389893831122,-0.061292652885745966,0.2787954373825561,0.039170084480752515
1,sub-01_trial-027,1,right,8-12Hz,0.14028412528637957,-0.020259955333986408,0.43319469391400495,0.4365541835141844,0.8518010674165086,0.2635147003188072,0.6986529435309398,0.35846482554832565,0.160544080620366,0.5882863670977014,-0.003359489600179455,0.3401881179826141,0.786318598261467,0.3888168439953724,0.6198316489167293,0.5950132429257219
1,sub-01_trial-028,0,left,8-12Hz,-0.6808862499503097,-0.7836706343719282,-0.6333488045856203,-0.5006531729526548,-0.7799951436483809,-0.6366628533470295,0.014320253847113648,-0.16237347871530786,0.10278438442161852,-0.1433322903013513,-0.1326956316329655,0.1766937325624215,-0.39338528778151094,-0.359275761950816,-0.3549518432507226,-0.3713969829549079
1,sub-01_trial-029,1,right,8-12Hz,-0.18464597596501645,-0.17109052840407996,0.22994340133447538,-0.3082729480367697,-0.35618236231321676,-0.26228914136523634,-0.10860848983493214,-0.1525479356934531,-0.01355544756093649,-0.09389322094798042,0.5382163493712451,0.043939445858520956,-0.0033495065409698405,-0.11233285916284941,0.22075490077810347,0.006450221062708787
1,sub-01_trial-030,0,left,8-12Hz,-0.14029473681118823,-0.593787105313535,0.3187076592941501,-0.27022320291272073,-0.22461011661704428,0.07673420936127223,0.713925568472029,0.27542216327313984,0.45349236850234675,-0.3013443259783165,0.5889308622068709,0.4385034051988892,0.2826662410662305,0.04772992029988225,0.4300637222978243,0.22632092105569515
1,sub-01_trial-031,1,right,8-12Hz,-0.21649213904347897,-0.9840528472517288,-1.3658808201871913,-0.8117151770280442,-1.1103221610469214,-0.6756611935288585,-0.7748737359160636,-1.009197565051939,0.7675607082082498,-0.43466096751806294,-0.5541656431591471,0.23432382913587535,-0.8352696554150401,-0.7633039401272873,-0.26900494385744417,-0.6769140622526131
1,sub-01_trial-032,0,left,8-12Hz,-1.0711072942003008,-0.7565785797566551,-0.9585206363418263,-0.21176429601241106,-0.6905003323435543,-0.5515354283009117,-0.38136141528404777,-0.5930738305482344,-0.3145287144436457,-0.1389649040426426,-0.7467563403294152,0.2117124152641866,-0.6569943848538013,-0.4647009747481478,-0.22554679624478338,-0.4834705528264689
